RUN	GenericSageMakerScenario	1628677642-ml.m5.large-1-7TPS	1628677644683	 	3.2.0
REQUEST	15		SageMaker-LEARNING-model-simulator-1	1628677649033	1628677649059	OK	 
USER	SageMaker	15	END	1628677649026	1628677649060
USER	SageMaker	16	START	1628677649166	1628677649166
REQUEST	16		SageMaker-LEARNING-model-simulator-1	1628677649168	1628677649180	OK	 
USER	SageMaker	16	END	1628677649166	1628677649182
USER	SageMaker	17	START	1628677649316	1628677649316
REQUEST	17		SageMaker-LEARNING-model-simulator-1	1628677649318	1628677649339	OK	 
USER	SageMaker	17	END	1628677649316	1628677649340
USER	SageMaker	18	START	1628677649456	1628677649456
REQUEST	18		SageMaker-LEARNING-model-simulator-1	1628677649458	1628677649485	OK	 
USER	SageMaker	18	END	1628677649456	1628677649487
USER	SageMaker	19	START	1628677649595	1628677649595
REQUEST	19		SageMaker-LEARNING-model-simulator-1	1628677649597	1628677649622	OK	 
USER	SageMaker	19	END	1628677649595	1628677649623
USER	SageMaker	20	START	1628677649735	1628677649735
REQUEST	20		SageMaker-LEARNING-model-simulator-1	1628677649737	1628677649761	OK	 
USER	SageMaker	20	END	1628677649735	1628677649762
USER	SageMaker	21	START	1628677649886	1628677649886
REQUEST	21		SageMaker-LEARNING-model-simulator-1	1628677649888	1628677649912	OK	 
USER	SageMaker	21	END	1628677649886	1628677649913
USER	SageMaker	22	START	1628677650026	1628677650026
REQUEST	22		SageMaker-LEARNING-model-simulator-1	1628677650028	1628677650052	OK	 
USER	SageMaker	22	END	1628677650026	1628677650053
USER	SageMaker	23	START	1628677650166	1628677650166
REQUEST	23		SageMaker-LEARNING-model-simulator-1	1628677650168	1628677650192	OK	 
USER	SageMaker	23	END	1628677650166	1628677650193
USER	SageMaker	24	START	1628677650315	1628677650315
REQUEST	24		SageMaker-LEARNING-model-simulator-1	1628677650317	1628677650331	OK	 
USER	SageMaker	24	END	1628677650315	1628677650332
USER	SageMaker	25	START	1628677650455	1628677650455
REQUEST	25		SageMaker-LEARNING-model-simulator-1	1628677650457	1628677650470	OK	 
USER	SageMaker	25	END	1628677650455	1628677650472
USER	SageMaker	26	START	1628677650595	1628677650595
REQUEST	26		SageMaker-LEARNING-model-simulator-1	1628677650598	1628677650619	OK	 
USER	SageMaker	26	END	1628677650595	1628677650620
USER	SageMaker	27	START	1628677650736	1628677650736
REQUEST	27		SageMaker-LEARNING-model-simulator-1	1628677650738	1628677650764	OK	 
USER	SageMaker	27	END	1628677650736	1628677650766
USER	SageMaker	28	START	1628677650886	1628677650886
REQUEST	28		SageMaker-LEARNING-model-simulator-1	1628677650888	1628677650900	OK	 
USER	SageMaker	28	END	1628677650886	1628677650901
USER	SageMaker	29	START	1628677651026	1628677651026
REQUEST	29		SageMaker-LEARNING-model-simulator-1	1628677651028	1628677651052	OK	 
USER	SageMaker	29	END	1628677651026	1628677651053
USER	SageMaker	30	START	1628677651165	1628677651165
REQUEST	30		SageMaker-LEARNING-model-simulator-1	1628677651167	1628677651189	OK	 
USER	SageMaker	30	END	1628677651165	1628677651190
USER	SageMaker	31	START	1628677651315	1628677651315
REQUEST	31		SageMaker-LEARNING-model-simulator-1	1628677651317	1628677651340	OK	 
USER	SageMaker	31	END	1628677651315	1628677651341
USER	SageMaker	32	START	1628677651456	1628677651456
REQUEST	32		SageMaker-LEARNING-model-simulator-1	1628677651457	1628677651470	OK	 
USER	SageMaker	32	END	1628677651456	1628677651471
USER	SageMaker	33	START	1628677651596	1628677651596
REQUEST	33		SageMaker-LEARNING-model-simulator-1	1628677651597	1628677651621	OK	 
USER	SageMaker	33	END	1628677651596	1628677651623
USER	SageMaker	34	START	1628677651736	1628677651736
REQUEST	34		SageMaker-LEARNING-model-simulator-1	1628677651738	1628677651766	OK	 
USER	SageMaker	34	END	1628677651736	1628677651767
USER	SageMaker	35	START	1628677651886	1628677651886
REQUEST	35		SageMaker-LEARNING-model-simulator-1	1628677651888	1628677651900	OK	 
USER	SageMaker	35	END	1628677651886	1628677651901
USER	SageMaker	36	START	1628677652026	1628677652026
REQUEST	36		SageMaker-LEARNING-model-simulator-1	1628677652028	1628677652056	OK	 
USER	SageMaker	36	END	1628677652026	1628677652057
USER	SageMaker	37	START	1628677652165	1628677652165
REQUEST	37		SageMaker-LEARNING-model-simulator-1	1628677652167	1628677652182	OK	 
USER	SageMaker	37	END	1628677652165	1628677652183
USER	SageMaker	38	START	1628677652315	1628677652315
REQUEST	38		SageMaker-LEARNING-model-simulator-1	1628677652317	1628677652339	OK	 
USER	SageMaker	38	END	1628677652315	1628677652340
USER	SageMaker	39	START	1628677652455	1628677652455
REQUEST	39		SageMaker-LEARNING-model-simulator-1	1628677652457	1628677652467	OK	 
USER	SageMaker	39	END	1628677652455	1628677652468
USER	SageMaker	40	START	1628677652596	1628677652596
REQUEST	40		SageMaker-LEARNING-model-simulator-1	1628677652597	1628677652619	OK	 
USER	SageMaker	40	END	1628677652596	1628677652620
USER	SageMaker	41	START	1628677652736	1628677652736
REQUEST	41		SageMaker-LEARNING-model-simulator-1	1628677652737	1628677652765	OK	 
USER	SageMaker	41	END	1628677652736	1628677652766
USER	SageMaker	42	START	1628677652886	1628677652886
REQUEST	42		SageMaker-LEARNING-model-simulator-1	1628677652887	1628677652917	OK	 
USER	SageMaker	42	END	1628677652886	1628677652918
USER	SageMaker	43	START	1628677653026	1628677653026
REQUEST	43		SageMaker-LEARNING-model-simulator-1	1628677653028	1628677653050	OK	 
USER	SageMaker	43	END	1628677653026	1628677653052
USER	SageMaker	44	START	1628677653165	1628677653165
REQUEST	44		SageMaker-LEARNING-model-simulator-1	1628677653167	1628677653179	OK	 
USER	SageMaker	44	END	1628677653165	1628677653181
USER	SageMaker	45	START	1628677653315	1628677653315
REQUEST	45		SageMaker-LEARNING-model-simulator-1	1628677653317	1628677653328	OK	 
USER	SageMaker	45	END	1628677653315	1628677653329
USER	SageMaker	46	START	1628677653455	1628677653455
REQUEST	46		SageMaker-LEARNING-model-simulator-1	1628677653457	1628677653471	OK	 
USER	SageMaker	46	END	1628677653455	1628677653471
USER	SageMaker	47	START	1628677653596	1628677653596
REQUEST	47		SageMaker-LEARNING-model-simulator-1	1628677653597	1628677653610	OK	 
USER	SageMaker	47	END	1628677653596	1628677653611
USER	SageMaker	48	START	1628677653736	1628677653736
REQUEST	48		SageMaker-LEARNING-model-simulator-1	1628677653737	1628677653760	OK	 
USER	SageMaker	48	END	1628677653736	1628677653761
USER	SageMaker	49	START	1628677653886	1628677653886
REQUEST	49		SageMaker-LEARNING-model-simulator-1	1628677653887	1628677653907	OK	 
USER	SageMaker	49	END	1628677653886	1628677653908
USER	SageMaker	50	START	1628677654026	1628677654026
REQUEST	50		SageMaker-LEARNING-model-simulator-1	1628677654028	1628677654054	OK	 
USER	SageMaker	50	END	1628677654026	1628677654055
USER	SageMaker	51	START	1628677654165	1628677654165
REQUEST	51		SageMaker-LEARNING-model-simulator-1	1628677654167	1628677654182	OK	 
USER	SageMaker	51	END	1628677654165	1628677654183
USER	SageMaker	52	START	1628677654315	1628677654315
REQUEST	52		SageMaker-LEARNING-model-simulator-1	1628677654317	1628677654338	OK	 
USER	SageMaker	52	END	1628677654315	1628677654339
USER	SageMaker	53	START	1628677654455	1628677654455
REQUEST	53		SageMaker-LEARNING-model-simulator-1	1628677654457	1628677654478	OK	 
USER	SageMaker	53	END	1628677654455	1628677654479
USER	SageMaker	54	START	1628677654596	1628677654596
REQUEST	54		SageMaker-LEARNING-model-simulator-1	1628677654597	1628677654622	OK	 
USER	SageMaker	54	END	1628677654596	1628677654623
USER	SageMaker	55	START	1628677654736	1628677654736
REQUEST	55		SageMaker-LEARNING-model-simulator-1	1628677654737	1628677654759	OK	 
USER	SageMaker	55	END	1628677654736	1628677654759
USER	SageMaker	56	START	1628677654886	1628677654886
REQUEST	56		SageMaker-LEARNING-model-simulator-1	1628677654887	1628677654911	OK	 
USER	SageMaker	56	END	1628677654886	1628677654912
USER	SageMaker	57	START	1628677655026	1628677655026
REQUEST	57		SageMaker-LEARNING-model-simulator-1	1628677655027	1628677655049	OK	 
USER	SageMaker	57	END	1628677655026	1628677655050
USER	SageMaker	58	START	1628677655166	1628677655166
REQUEST	58		SageMaker-LEARNING-model-simulator-1	1628677655168	1628677655191	OK	 
USER	SageMaker	58	END	1628677655166	1628677655192
USER	SageMaker	59	START	1628677655315	1628677655315
REQUEST	59		SageMaker-LEARNING-model-simulator-1	1628677655317	1628677655340	OK	 
USER	SageMaker	59	END	1628677655315	1628677655340
USER	SageMaker	60	START	1628677655455	1628677655455
REQUEST	60		SageMaker-LEARNING-model-simulator-1	1628677655457	1628677655480	OK	 
USER	SageMaker	60	END	1628677655455	1628677655482
USER	SageMaker	61	START	1628677655595	1628677655595
REQUEST	61		SageMaker-LEARNING-model-simulator-1	1628677655597	1628677655609	OK	 
USER	SageMaker	61	END	1628677655595	1628677655610
USER	SageMaker	62	START	1628677655736	1628677655736
REQUEST	62		SageMaker-LEARNING-model-simulator-1	1628677655737	1628677655747	OK	 
USER	SageMaker	62	END	1628677655736	1628677655748
USER	SageMaker	63	START	1628677655886	1628677655886
REQUEST	63		SageMaker-LEARNING-model-simulator-1	1628677655887	1628677655903	OK	 
USER	SageMaker	63	END	1628677655886	1628677655904
USER	SageMaker	64	START	1628677656026	1628677656026
REQUEST	64		SageMaker-LEARNING-model-simulator-1	1628677656028	1628677656040	OK	 
USER	SageMaker	64	END	1628677656026	1628677656042
USER	SageMaker	65	START	1628677656166	1628677656166
REQUEST	65		SageMaker-LEARNING-model-simulator-1	1628677656168	1628677656188	OK	 
USER	SageMaker	65	END	1628677656166	1628677656189
USER	SageMaker	66	START	1628677656315	1628677656315
REQUEST	66		SageMaker-LEARNING-model-simulator-1	1628677656317	1628677656334	OK	 
USER	SageMaker	66	END	1628677656315	1628677656335
USER	SageMaker	67	START	1628677656455	1628677656455
REQUEST	67		SageMaker-LEARNING-model-simulator-1	1628677656457	1628677656478	OK	 
USER	SageMaker	67	END	1628677656455	1628677656479
USER	SageMaker	68	START	1628677656595	1628677656595
REQUEST	68		SageMaker-LEARNING-model-simulator-1	1628677656597	1628677656616	OK	 
USER	SageMaker	68	END	1628677656595	1628677656617
USER	SageMaker	69	START	1628677656735	1628677656735
REQUEST	69		SageMaker-LEARNING-model-simulator-1	1628677656737	1628677656756	OK	 
USER	SageMaker	69	END	1628677656735	1628677656757
USER	SageMaker	70	START	1628677656886	1628677656886
REQUEST	70		SageMaker-LEARNING-model-simulator-1	1628677656887	1628677656902	OK	 
USER	SageMaker	70	END	1628677656886	1628677656902
USER	SageMaker	71	START	1628677657026	1628677657026
REQUEST	71		SageMaker-LEARNING-model-simulator-1	1628677657027	1628677657040	OK	 
USER	SageMaker	71	END	1628677657026	1628677657041
USER	SageMaker	72	START	1628677657166	1628677657166
REQUEST	72		SageMaker-LEARNING-model-simulator-1	1628677657168	1628677657191	OK	 
USER	SageMaker	72	END	1628677657166	1628677657192
USER	SageMaker	73	START	1628677657315	1628677657315
REQUEST	73		SageMaker-LEARNING-model-simulator-1	1628677657317	1628677657332	OK	 
USER	SageMaker	73	END	1628677657315	1628677657333
USER	SageMaker	74	START	1628677657455	1628677657455
REQUEST	74		SageMaker-LEARNING-model-simulator-1	1628677657457	1628677657476	OK	 
USER	SageMaker	74	END	1628677657455	1628677657477
USER	SageMaker	75	START	1628677657595	1628677657595
REQUEST	75		SageMaker-LEARNING-model-simulator-1	1628677657597	1628677657616	OK	 
USER	SageMaker	75	END	1628677657595	1628677657617
USER	SageMaker	76	START	1628677657735	1628677657735
REQUEST	76		SageMaker-LEARNING-model-simulator-1	1628677657737	1628677657758	OK	 
USER	SageMaker	76	END	1628677657735	1628677657759
USER	SageMaker	77	START	1628677657886	1628677657886
REQUEST	77		SageMaker-LEARNING-model-simulator-1	1628677657887	1628677657910	OK	 
USER	SageMaker	77	END	1628677657886	1628677657911
USER	SageMaker	78	START	1628677658026	1628677658026
REQUEST	78		SageMaker-LEARNING-model-simulator-1	1628677658027	1628677658041	OK	 
USER	SageMaker	78	END	1628677658026	1628677658042
USER	SageMaker	79	START	1628677658166	1628677658166
REQUEST	79		SageMaker-LEARNING-model-simulator-1	1628677658168	1628677658191	OK	 
USER	SageMaker	79	END	1628677658166	1628677658192
USER	SageMaker	80	START	1628677658316	1628677658316
REQUEST	80		SageMaker-LEARNING-model-simulator-1	1628677658317	1628677658331	OK	 
USER	SageMaker	80	END	1628677658316	1628677658332
USER	SageMaker	81	START	1628677658455	1628677658455
REQUEST	81		SageMaker-LEARNING-model-simulator-1	1628677658457	1628677658468	OK	 
USER	SageMaker	81	END	1628677658455	1628677658468
USER	SageMaker	82	START	1628677658595	1628677658595
REQUEST	82		SageMaker-LEARNING-model-simulator-1	1628677658597	1628677658610	OK	 
USER	SageMaker	82	END	1628677658595	1628677658611
USER	SageMaker	83	START	1628677658735	1628677658735
REQUEST	83		SageMaker-LEARNING-model-simulator-1	1628677658737	1628677658748	OK	 
USER	SageMaker	83	END	1628677658735	1628677658749
USER	SageMaker	84	START	1628677658886	1628677658886
REQUEST	84		SageMaker-LEARNING-model-simulator-1	1628677658887	1628677658917	OK	 
USER	SageMaker	84	END	1628677658886	1628677658918
USER	SageMaker	85	START	1628677659026	1628677659026
REQUEST	85		SageMaker-LEARNING-model-simulator-1	1628677659027	1628677659052	OK	 
USER	SageMaker	85	END	1628677659026	1628677659053
USER	SageMaker	86	START	1628677659166	1628677659166
REQUEST	86		SageMaker-LEARNING-model-simulator-1	1628677659168	1628677659189	OK	 
USER	SageMaker	86	END	1628677659166	1628677659190
USER	SageMaker	87	START	1628677659315	1628677659315
REQUEST	87		SageMaker-LEARNING-model-simulator-1	1628677659317	1628677659339	OK	 
USER	SageMaker	87	END	1628677659315	1628677659340
USER	SageMaker	88	START	1628677659455	1628677659455
REQUEST	88		SageMaker-LEARNING-model-simulator-1	1628677659457	1628677659469	OK	 
USER	SageMaker	88	END	1628677659455	1628677659470
USER	SageMaker	89	START	1628677659595	1628677659595
REQUEST	89		SageMaker-LEARNING-model-simulator-1	1628677659597	1628677659610	OK	 
USER	SageMaker	89	END	1628677659595	1628677659610
USER	SageMaker	90	START	1628677659736	1628677659736
REQUEST	90		SageMaker-LEARNING-model-simulator-1	1628677659737	1628677659749	OK	 
USER	SageMaker	90	END	1628677659736	1628677659750
USER	SageMaker	91	START	1628677659886	1628677659886
REQUEST	91		SageMaker-LEARNING-model-simulator-1	1628677659888	1628677659901	OK	 
USER	SageMaker	91	END	1628677659886	1628677659902
USER	SageMaker	92	START	1628677660026	1628677660026
REQUEST	92		SageMaker-LEARNING-model-simulator-1	1628677660028	1628677660048	OK	 
USER	SageMaker	92	END	1628677660026	1628677660049
USER	SageMaker	93	START	1628677660165	1628677660165
REQUEST	93		SageMaker-LEARNING-model-simulator-1	1628677660167	1628677660178	OK	 
USER	SageMaker	93	END	1628677660165	1628677660178
USER	SageMaker	94	START	1628677660315	1628677660315
REQUEST	94		SageMaker-LEARNING-model-simulator-1	1628677660317	1628677660327	OK	 
USER	SageMaker	94	END	1628677660315	1628677660328
USER	SageMaker	95	START	1628677660456	1628677660456
REQUEST	95		SageMaker-LEARNING-model-simulator-1	1628677660457	1628677660481	OK	 
USER	SageMaker	95	END	1628677660456	1628677660482
USER	SageMaker	96	START	1628677660596	1628677660596
REQUEST	96		SageMaker-LEARNING-model-simulator-1	1628677660597	1628677660618	OK	 
USER	SageMaker	96	END	1628677660596	1628677660619
USER	SageMaker	97	START	1628677660736	1628677660736
REQUEST	97		SageMaker-LEARNING-model-simulator-1	1628677660737	1628677660759	OK	 
USER	SageMaker	97	END	1628677660736	1628677660759
USER	SageMaker	98	START	1628677660886	1628677660886
REQUEST	98		SageMaker-LEARNING-model-simulator-1	1628677660888	1628677660903	OK	 
USER	SageMaker	98	END	1628677660886	1628677660904
USER	SageMaker	99	START	1628677661025	1628677661025
REQUEST	99		SageMaker-LEARNING-model-simulator-1	1628677661027	1628677661041	OK	 
USER	SageMaker	99	END	1628677661025	1628677661042
USER	SageMaker	100	START	1628677661165	1628677661165
REQUEST	100		SageMaker-LEARNING-model-simulator-1	1628677661167	1628677661179	OK	 
USER	SageMaker	100	END	1628677661165	1628677661180
USER	SageMaker	101	START	1628677661315	1628677661315
REQUEST	101		SageMaker-LEARNING-model-simulator-1	1628677661317	1628677661332	OK	 
USER	SageMaker	101	END	1628677661315	1628677661333
USER	SageMaker	102	START	1628677661456	1628677661456
REQUEST	102		SageMaker-LEARNING-model-simulator-1	1628677661457	1628677661470	OK	 
USER	SageMaker	102	END	1628677661456	1628677661471
USER	SageMaker	103	START	1628677661596	1628677661596
REQUEST	103		SageMaker-LEARNING-model-simulator-1	1628677661597	1628677661608	OK	 
USER	SageMaker	103	END	1628677661596	1628677661609
USER	SageMaker	104	START	1628677661746	1628677661746
REQUEST	104		SageMaker-LEARNING-model-simulator-1	1628677661747	1628677661758	OK	 
USER	SageMaker	104	END	1628677661746	1628677661758
USER	SageMaker	105	START	1628677661885	1628677661885
REQUEST	105		SageMaker-LEARNING-model-simulator-1	1628677661887	1628677661908	OK	 
USER	SageMaker	105	END	1628677661885	1628677661909
USER	SageMaker	106	START	1628677662025	1628677662025
REQUEST	106		SageMaker-LEARNING-model-simulator-1	1628677662027	1628677662039	OK	 
USER	SageMaker	106	END	1628677662025	1628677662040
USER	SageMaker	107	START	1628677662166	1628677662166
REQUEST	107		SageMaker-LEARNING-model-simulator-1	1628677662167	1628677662181	OK	 
USER	SageMaker	107	END	1628677662166	1628677662182
USER	SageMaker	108	START	1628677662316	1628677662316
REQUEST	108		SageMaker-LEARNING-model-simulator-1	1628677662317	1628677662330	OK	 
USER	SageMaker	108	END	1628677662316	1628677662331
USER	SageMaker	109	START	1628677662456	1628677662456
REQUEST	109		SageMaker-LEARNING-model-simulator-1	1628677662457	1628677662481	OK	 
USER	SageMaker	109	END	1628677662456	1628677662482
USER	SageMaker	110	START	1628677662596	1628677662596
REQUEST	110		SageMaker-LEARNING-model-simulator-1	1628677662597	1628677662608	OK	 
USER	SageMaker	110	END	1628677662596	1628677662609
USER	SageMaker	111	START	1628677662736	1628677662736
REQUEST	111		SageMaker-LEARNING-model-simulator-1	1628677662737	1628677662757	OK	 
USER	SageMaker	111	END	1628677662736	1628677662757
USER	SageMaker	112	START	1628677662885	1628677662885
REQUEST	112		SageMaker-LEARNING-model-simulator-1	1628677662887	1628677662898	OK	 
USER	SageMaker	112	END	1628677662885	1628677662899
USER	SageMaker	113	START	1628677663025	1628677663025
REQUEST	113		SageMaker-LEARNING-model-simulator-1	1628677663027	1628677663061	OK	 
USER	SageMaker	113	END	1628677663025	1628677663062
USER	SageMaker	114	START	1628677663166	1628677663166
REQUEST	114		SageMaker-LEARNING-model-simulator-1	1628677663167	1628677663176	OK	 
USER	SageMaker	114	END	1628677663166	1628677663177
USER	SageMaker	115	START	1628677663316	1628677663316
REQUEST	115		SageMaker-LEARNING-model-simulator-1	1628677663317	1628677663338	OK	 
USER	SageMaker	115	END	1628677663316	1628677663338
USER	SageMaker	116	START	1628677663456	1628677663456
REQUEST	116		SageMaker-LEARNING-model-simulator-1	1628677663457	1628677663467	OK	 
USER	SageMaker	116	END	1628677663456	1628677663468
USER	SageMaker	117	START	1628677663596	1628677663596
REQUEST	117		SageMaker-LEARNING-model-simulator-1	1628677663597	1628677663614	OK	 
USER	SageMaker	117	END	1628677663596	1628677663614
USER	SageMaker	118	START	1628677663736	1628677663736
REQUEST	118		SageMaker-LEARNING-model-simulator-1	1628677663738	1628677663750	OK	 
USER	SageMaker	118	END	1628677663736	1628677663751
USER	SageMaker	119	START	1628677663885	1628677663885
REQUEST	119		SageMaker-LEARNING-model-simulator-1	1628677663887	1628677663901	OK	 
USER	SageMaker	119	END	1628677663885	1628677663902
USER	SageMaker	120	START	1628677664025	1628677664025
REQUEST	120		SageMaker-LEARNING-model-simulator-1	1628677664027	1628677664042	OK	 
USER	SageMaker	120	END	1628677664025	1628677664043
USER	SageMaker	121	START	1628677664166	1628677664166
REQUEST	121		SageMaker-LEARNING-model-simulator-1	1628677664167	1628677664182	OK	 
USER	SageMaker	121	END	1628677664166	1628677664183
USER	SageMaker	122	START	1628677664316	1628677664316
REQUEST	122		SageMaker-LEARNING-model-simulator-1	1628677664317	1628677664330	OK	 
USER	SageMaker	122	END	1628677664316	1628677664331
USER	SageMaker	123	START	1628677664456	1628677664456
REQUEST	123		SageMaker-LEARNING-model-simulator-1	1628677664457	1628677664468	OK	 
USER	SageMaker	123	END	1628677664456	1628677664469
USER	SageMaker	124	START	1628677664596	1628677664596
REQUEST	124		SageMaker-LEARNING-model-simulator-1	1628677664598	1628677664609	OK	 
USER	SageMaker	124	END	1628677664596	1628677664610
USER	SageMaker	125	START	1628677664735	1628677664735
REQUEST	125		SageMaker-LEARNING-model-simulator-1	1628677664737	1628677664749	OK	 
USER	SageMaker	125	END	1628677664735	1628677664750
USER	SageMaker	126	START	1628677664885	1628677664885
REQUEST	126		SageMaker-LEARNING-model-simulator-1	1628677664887	1628677664902	OK	 
USER	SageMaker	126	END	1628677664885	1628677664903
USER	SageMaker	127	START	1628677665026	1628677665026
REQUEST	127		SageMaker-LEARNING-model-simulator-1	1628677665027	1628677665047	OK	 
USER	SageMaker	127	END	1628677665026	1628677665048
USER	SageMaker	128	START	1628677665166	1628677665166
REQUEST	128		SageMaker-LEARNING-model-simulator-1	1628677665168	1628677665179	OK	 
USER	SageMaker	128	END	1628677665166	1628677665180
USER	SageMaker	129	START	1628677665316	1628677665316
REQUEST	129		SageMaker-LEARNING-model-simulator-1	1628677665318	1628677665331	OK	 
USER	SageMaker	129	END	1628677665316	1628677665332
USER	SageMaker	130	START	1628677665455	1628677665455
REQUEST	130		SageMaker-LEARNING-model-simulator-1	1628677665456	1628677665478	OK	 
USER	SageMaker	130	END	1628677665455	1628677665478
USER	SageMaker	131	START	1628677665595	1628677665595
REQUEST	131		SageMaker-LEARNING-model-simulator-1	1628677665597	1628677665607	OK	 
USER	SageMaker	131	END	1628677665595	1628677665608
USER	SageMaker	132	START	1628677665735	1628677665735
REQUEST	132		SageMaker-LEARNING-model-simulator-1	1628677665737	1628677665748	OK	 
USER	SageMaker	132	END	1628677665735	1628677665749
USER	SageMaker	133	START	1628677665885	1628677665885
REQUEST	133		SageMaker-LEARNING-model-simulator-1	1628677665887	1628677665899	OK	 
USER	SageMaker	133	END	1628677665885	1628677665900
USER	SageMaker	134	START	1628677666026	1628677666026
REQUEST	134		SageMaker-LEARNING-model-simulator-1	1628677666027	1628677666039	OK	 
USER	SageMaker	134	END	1628677666026	1628677666040
USER	SageMaker	135	START	1628677666166	1628677666166
REQUEST	135		SageMaker-LEARNING-model-simulator-1	1628677666167	1628677666178	OK	 
USER	SageMaker	135	END	1628677666166	1628677666179
USER	SageMaker	136	START	1628677666316	1628677666316
REQUEST	136		SageMaker-LEARNING-model-simulator-1	1628677666317	1628677666327	OK	 
USER	SageMaker	136	END	1628677666316	1628677666328
USER	SageMaker	137	START	1628677666455	1628677666455
REQUEST	137		SageMaker-LEARNING-model-simulator-1	1628677666456	1628677666468	OK	 
USER	SageMaker	137	END	1628677666455	1628677666469
USER	SageMaker	138	START	1628677666595	1628677666595
REQUEST	138		SageMaker-LEARNING-model-simulator-1	1628677666596	1628677666618	OK	 
USER	SageMaker	138	END	1628677666595	1628677666619
USER	SageMaker	139	START	1628677666735	1628677666735
REQUEST	139		SageMaker-LEARNING-model-simulator-1	1628677666737	1628677666748	OK	 
USER	SageMaker	139	END	1628677666735	1628677666749
USER	SageMaker	140	START	1628677666885	1628677666885
REQUEST	140		SageMaker-LEARNING-model-simulator-1	1628677666887	1628677666901	OK	 
USER	SageMaker	140	END	1628677666885	1628677666902
USER	SageMaker	141	START	1628677667026	1628677667026
REQUEST	141		SageMaker-LEARNING-model-simulator-1	1628677667027	1628677667040	OK	 
USER	SageMaker	141	END	1628677667026	1628677667041
USER	SageMaker	142	START	1628677667166	1628677667166
REQUEST	142		SageMaker-LEARNING-model-simulator-1	1628677667167	1628677667178	OK	 
USER	SageMaker	142	END	1628677667166	1628677667178
USER	SageMaker	143	START	1628677667316	1628677667316
REQUEST	143		SageMaker-LEARNING-model-simulator-1	1628677667318	1628677667328	OK	 
USER	SageMaker	143	END	1628677667316	1628677667329
USER	SageMaker	144	START	1628677667455	1628677667455
REQUEST	144		SageMaker-LEARNING-model-simulator-1	1628677667457	1628677667471	OK	 
USER	SageMaker	144	END	1628677667455	1628677667472
USER	SageMaker	145	START	1628677667595	1628677667595
REQUEST	145		SageMaker-LEARNING-model-simulator-1	1628677667597	1628677667608	OK	 
USER	SageMaker	145	END	1628677667595	1628677667608
USER	SageMaker	146	START	1628677667735	1628677667735
REQUEST	146		SageMaker-LEARNING-model-simulator-1	1628677667737	1628677667761	OK	 
USER	SageMaker	146	END	1628677667735	1628677667762
USER	SageMaker	147	START	1628677667886	1628677667886
