RUN	GenericSageMakerScenario	1628678200-ml.m5.large-1-10TPS	1628678202572	 	3.2.0
REQUEST	38		SageMaker-LEARNING-model-simulator-1	1628678208470	1628678208492	OK	 
USER	SageMaker	38	END	1628678208468	1628678208494
USER	SageMaker	39	START	1628678208568	1628678208568
REQUEST	39		SageMaker-LEARNING-model-simulator-1	1628678208570	1628678208586	OK	 
USER	SageMaker	39	END	1628678208568	1628678208587
USER	SageMaker	40	START	1628678208668	1628678208668
REQUEST	40		SageMaker-LEARNING-model-simulator-1	1628678208670	1628678208691	OK	 
USER	SageMaker	40	END	1628678208668	1628678208692
USER	SageMaker	41	START	1628678208768	1628678208768
REQUEST	41		SageMaker-LEARNING-model-simulator-1	1628678208769	1628678208794	OK	 
USER	SageMaker	41	END	1628678208768	1628678208795
USER	SageMaker	42	START	1628678208868	1628678208868
REQUEST	42		SageMaker-LEARNING-model-simulator-1	1628678208869	1628678208893	OK	 
USER	SageMaker	42	END	1628678208868	1628678208894
USER	SageMaker	43	START	1628678208968	1628678208968
REQUEST	43		SageMaker-LEARNING-model-simulator-1	1628678208970	1628678208992	OK	 
USER	SageMaker	43	END	1628678208968	1628678208993
USER	SageMaker	44	START	1628678209068	1628678209068
REQUEST	44		SageMaker-LEARNING-model-simulator-1	1628678209070	1628678209082	OK	 
USER	SageMaker	44	END	1628678209068	1628678209083
USER	SageMaker	45	START	1628678209168	1628678209168
REQUEST	45		SageMaker-LEARNING-model-simulator-1	1628678209170	1628678209191	OK	 
USER	SageMaker	45	END	1628678209168	1628678209193
USER	SageMaker	46	START	1628678209268	1628678209268
REQUEST	46		SageMaker-LEARNING-model-simulator-1	1628678209270	1628678209292	OK	 
USER	SageMaker	46	END	1628678209268	1628678209293
USER	SageMaker	47	START	1628678209368	1628678209368
REQUEST	47		SageMaker-LEARNING-model-simulator-1	1628678209370	1628678209383	OK	 
USER	SageMaker	47	END	1628678209368	1628678209384
USER	SageMaker	48	START	1628678209468	1628678209468
REQUEST	48		SageMaker-LEARNING-model-simulator-1	1628678209469	1628678209490	OK	 
USER	SageMaker	48	END	1628678209468	1628678209491
USER	SageMaker	49	START	1628678209568	1628678209568
REQUEST	49		SageMaker-LEARNING-model-simulator-1	1628678209570	1628678209582	OK	 
USER	SageMaker	49	END	1628678209568	1628678209583
USER	SageMaker	50	START	1628678209668	1628678209668
REQUEST	50		SageMaker-LEARNING-model-simulator-1	1628678209670	1628678209690	OK	 
USER	SageMaker	50	END	1628678209668	1628678209692
USER	SageMaker	51	START	1628678209768	1628678209768
REQUEST	51		SageMaker-LEARNING-model-simulator-1	1628678209770	1628678209790	OK	 
USER	SageMaker	51	END	1628678209768	1628678209791
USER	SageMaker	52	START	1628678209868	1628678209868
REQUEST	52		SageMaker-LEARNING-model-simulator-1	1628678209870	1628678209882	OK	 
USER	SageMaker	52	END	1628678209868	1628678209883
USER	SageMaker	53	START	1628678209968	1628678209968
REQUEST	53		SageMaker-LEARNING-model-simulator-1	1628678209969	1628678209995	OK	 
USER	SageMaker	53	END	1628678209968	1628678209996
USER	SageMaker	54	START	1628678210069	1628678210069
REQUEST	54		SageMaker-LEARNING-model-simulator-1	1628678210070	1628678210108	OK	 
USER	SageMaker	54	END	1628678210069	1628678210109
USER	SageMaker	55	START	1628678210168	1628678210168
REQUEST	55		SageMaker-LEARNING-model-simulator-1	1628678210170	1628678210193	OK	 
USER	SageMaker	55	END	1628678210168	1628678210194
USER	SageMaker	56	START	1628678210268	1628678210268
REQUEST	56		SageMaker-LEARNING-model-simulator-1	1628678210270	1628678210292	OK	 
USER	SageMaker	56	END	1628678210268	1628678210293
USER	SageMaker	57	START	1628678210368	1628678210368
REQUEST	57		SageMaker-LEARNING-model-simulator-1	1628678210370	1628678210381	OK	 
USER	SageMaker	57	END	1628678210368	1628678210382
USER	SageMaker	58	START	1628678210468	1628678210468
REQUEST	58		SageMaker-LEARNING-model-simulator-1	1628678210470	1628678210479	OK	 
USER	SageMaker	58	END	1628678210468	1628678210480
USER	SageMaker	59	START	1628678210568	1628678210568
REQUEST	59		SageMaker-LEARNING-model-simulator-1	1628678210569	1628678210590	OK	 
USER	SageMaker	59	END	1628678210568	1628678210591
USER	SageMaker	60	START	1628678210669	1628678210669
REQUEST	60		SageMaker-LEARNING-model-simulator-1	1628678210670	1628678210691	OK	 
USER	SageMaker	60	END	1628678210669	1628678210692
USER	SageMaker	61	START	1628678210768	1628678210768
REQUEST	61		SageMaker-LEARNING-model-simulator-1	1628678210770	1628678210782	OK	 
USER	SageMaker	61	END	1628678210768	1628678210783
USER	SageMaker	62	START	1628678210868	1628678210868
REQUEST	62		SageMaker-LEARNING-model-simulator-1	1628678210870	1628678210893	OK	 
USER	SageMaker	62	END	1628678210868	1628678210894
USER	SageMaker	63	START	1628678210968	1628678210968
REQUEST	63		SageMaker-LEARNING-model-simulator-1	1628678210970	1628678210992	OK	 
USER	SageMaker	63	END	1628678210968	1628678210993
USER	SageMaker	64	START	1628678211068	1628678211068
REQUEST	64		SageMaker-LEARNING-model-simulator-1	1628678211070	1628678211080	OK	 
USER	SageMaker	64	END	1628678211068	1628678211082
USER	SageMaker	65	START	1628678211168	1628678211168
REQUEST	65		SageMaker-LEARNING-model-simulator-1	1628678211169	1628678211183	OK	 
USER	SageMaker	65	END	1628678211168	1628678211184
USER	SageMaker	66	START	1628678211268	1628678211268
REQUEST	66		SageMaker-LEARNING-model-simulator-1	1628678211269	1628678211283	OK	 
USER	SageMaker	66	END	1628678211268	1628678211284
USER	SageMaker	67	START	1628678211368	1628678211368
REQUEST	67		SageMaker-LEARNING-model-simulator-1	1628678211370	1628678211381	OK	 
USER	SageMaker	67	END	1628678211368	1628678211382
USER	SageMaker	68	START	1628678211468	1628678211468
REQUEST	68		SageMaker-LEARNING-model-simulator-1	1628678211469	1628678211491	OK	 
USER	SageMaker	68	END	1628678211468	1628678211492
USER	SageMaker	69	START	1628678211568	1628678211568
REQUEST	69		SageMaker-LEARNING-model-simulator-1	1628678211570	1628678211600	OK	 
USER	SageMaker	69	END	1628678211568	1628678211601
USER	SageMaker	70	START	1628678211668	1628678211668
REQUEST	70		SageMaker-LEARNING-model-simulator-1	1628678211669	1628678211683	OK	 
USER	SageMaker	70	END	1628678211668	1628678211684
USER	SageMaker	71	START	1628678211768	1628678211768
REQUEST	71		SageMaker-LEARNING-model-simulator-1	1628678211769	1628678211783	OK	 
USER	SageMaker	71	END	1628678211768	1628678211784
USER	SageMaker	72	START	1628678211868	1628678211868
REQUEST	72		SageMaker-LEARNING-model-simulator-1	1628678211870	1628678211882	OK	 
USER	SageMaker	72	END	1628678211868	1628678211883
USER	SageMaker	73	START	1628678211968	1628678211968
REQUEST	73		SageMaker-LEARNING-model-simulator-1	1628678211970	1628678211985	OK	 
USER	SageMaker	73	END	1628678211968	1628678211986
USER	SageMaker	74	START	1628678212068	1628678212068
REQUEST	74		SageMaker-LEARNING-model-simulator-1	1628678212070	1628678212091	OK	 
USER	SageMaker	74	END	1628678212068	1628678212092
USER	SageMaker	75	START	1628678212168	1628678212168
REQUEST	75		SageMaker-LEARNING-model-simulator-1	1628678212170	1628678212191	OK	 
USER	SageMaker	75	END	1628678212168	1628678212192
USER	SageMaker	76	START	1628678212268	1628678212268
REQUEST	76		SageMaker-LEARNING-model-simulator-1	1628678212269	1628678212281	OK	 
USER	SageMaker	76	END	1628678212268	1628678212282
USER	SageMaker	77	START	1628678212368	1628678212368
REQUEST	77		SageMaker-LEARNING-model-simulator-1	1628678212369	1628678212390	OK	 
USER	SageMaker	77	END	1628678212368	1628678212391
USER	SageMaker	78	START	1628678212468	1628678212468
REQUEST	78		SageMaker-LEARNING-model-simulator-1	1628678212470	1628678212484	OK	 
USER	SageMaker	78	END	1628678212468	1628678212485
USER	SageMaker	79	START	1628678212568	1628678212568
REQUEST	79		SageMaker-LEARNING-model-simulator-1	1628678212570	1628678212590	OK	 
USER	SageMaker	79	END	1628678212568	1628678212591
USER	SageMaker	80	START	1628678212668	1628678212668
REQUEST	80		SageMaker-LEARNING-model-simulator-1	1628678212670	1628678212681	OK	 
USER	SageMaker	80	END	1628678212668	1628678212682
USER	SageMaker	81	START	1628678212768	1628678212768
REQUEST	81		SageMaker-LEARNING-model-simulator-1	1628678212769	1628678212780	OK	 
USER	SageMaker	81	END	1628678212768	1628678212781
USER	SageMaker	82	START	1628678212868	1628678212868
REQUEST	82		SageMaker-LEARNING-model-simulator-1	1628678212869	1628678212894	OK	 
USER	SageMaker	82	END	1628678212868	1628678212895
USER	SageMaker	83	START	1628678212968	1628678212968
REQUEST	83		SageMaker-LEARNING-model-simulator-1	1628678212970	1628678212981	OK	 
USER	SageMaker	83	END	1628678212968	1628678212982
USER	SageMaker	84	START	1628678213068	1628678213068
REQUEST	84		SageMaker-LEARNING-model-simulator-1	1628678213070	1628678213083	OK	 
USER	SageMaker	84	END	1628678213068	1628678213083
USER	SageMaker	85	START	1628678213168	1628678213168
REQUEST	85		SageMaker-LEARNING-model-simulator-1	1628678213170	1628678213181	OK	 
USER	SageMaker	85	END	1628678213168	1628678213182
USER	SageMaker	86	START	1628678213268	1628678213268
REQUEST	86		SageMaker-LEARNING-model-simulator-1	1628678213269	1628678213292	OK	 
USER	SageMaker	86	END	1628678213268	1628678213293
USER	SageMaker	87	START	1628678213368	1628678213368
REQUEST	87		SageMaker-LEARNING-model-simulator-1	1628678213369	1628678213381	OK	 
USER	SageMaker	87	END	1628678213368	1628678213382
USER	SageMaker	88	START	1628678213468	1628678213468
REQUEST	88		SageMaker-LEARNING-model-simulator-1	1628678213470	1628678213484	OK	 
USER	SageMaker	88	END	1628678213468	1628678213484
USER	SageMaker	89	START	1628678213571	1628678213571
REQUEST	89		SageMaker-LEARNING-model-simulator-1	1628678213573	1628678213585	OK	 
USER	SageMaker	89	END	1628678213571	1628678213586
USER	SageMaker	90	START	1628678213668	1628678213668
REQUEST	90		SageMaker-LEARNING-model-simulator-1	1628678213670	1628678213683	OK	 
USER	SageMaker	90	END	1628678213668	1628678213684
USER	SageMaker	91	START	1628678213768	1628678213768
REQUEST	91		SageMaker-LEARNING-model-simulator-1	1628678213770	1628678213779	OK	 
USER	SageMaker	91	END	1628678213768	1628678213780
USER	SageMaker	92	START	1628678213868	1628678213868
REQUEST	92		SageMaker-LEARNING-model-simulator-1	1628678213869	1628678213893	OK	 
USER	SageMaker	92	END	1628678213868	1628678213894
USER	SageMaker	93	START	1628678213968	1628678213968
REQUEST	93		SageMaker-LEARNING-model-simulator-1	1628678213969	1628678213992	OK	 
USER	SageMaker	93	END	1628678213968	1628678213992
USER	SageMaker	94	START	1628678214068	1628678214068
REQUEST	94		SageMaker-LEARNING-model-simulator-1	1628678214069	1628678214081	OK	 
USER	SageMaker	94	END	1628678214068	1628678214082
USER	SageMaker	95	START	1628678214168	1628678214168
REQUEST	95		SageMaker-LEARNING-model-simulator-1	1628678214170	1628678214182	OK	 
USER	SageMaker	95	END	1628678214168	1628678214182
USER	SageMaker	96	START	1628678214268	1628678214268
REQUEST	96		SageMaker-LEARNING-model-simulator-1	1628678214270	1628678214293	OK	 
USER	SageMaker	96	END	1628678214268	1628678214294
USER	SageMaker	97	START	1628678214368	1628678214368
REQUEST	97		SageMaker-LEARNING-model-simulator-1	1628678214370	1628678214406	OK	 
USER	SageMaker	97	END	1628678214368	1628678214407
USER	SageMaker	98	START	1628678214468	1628678214468
REQUEST	98		SageMaker-LEARNING-model-simulator-1	1628678214469	1628678214492	OK	 
USER	SageMaker	98	END	1628678214468	1628678214492
USER	SageMaker	99	START	1628678214568	1628678214568
REQUEST	99		SageMaker-LEARNING-model-simulator-1	1628678214569	1628678214591	OK	 
USER	SageMaker	99	END	1628678214568	1628678214591
USER	SageMaker	100	START	1628678214668	1628678214668
REQUEST	100		SageMaker-LEARNING-model-simulator-1	1628678214670	1628678214682	OK	 
USER	SageMaker	100	END	1628678214668	1628678214683
USER	SageMaker	101	START	1628678214768	1628678214768
REQUEST	101		SageMaker-LEARNING-model-simulator-1	1628678214770	1628678214781	OK	 
USER	SageMaker	101	END	1628678214768	1628678214782
USER	SageMaker	102	START	1628678214868	1628678214868
REQUEST	102		SageMaker-LEARNING-model-simulator-1	1628678214870	1628678214894	OK	 
USER	SageMaker	102	END	1628678214868	1628678214895
USER	SageMaker	103	START	1628678214968	1628678214968
REQUEST	103		SageMaker-LEARNING-model-simulator-1	1628678214969	1628678214981	OK	 
USER	SageMaker	103	END	1628678214968	1628678214981
USER	SageMaker	104	START	1628678215068	1628678215068
REQUEST	104		SageMaker-LEARNING-model-simulator-1	1628678215069	1628678215080	OK	 
USER	SageMaker	104	END	1628678215068	1628678215081
USER	SageMaker	105	START	1628678215168	1628678215168
REQUEST	105		SageMaker-LEARNING-model-simulator-1	1628678215169	1628678215184	OK	 
USER	SageMaker	105	END	1628678215168	1628678215185
USER	SageMaker	106	START	1628678215268	1628678215268
REQUEST	106		SageMaker-LEARNING-model-simulator-1	1628678215270	1628678215281	OK	 
USER	SageMaker	106	END	1628678215268	1628678215282
USER	SageMaker	107	START	1628678215368	1628678215368
REQUEST	107		SageMaker-LEARNING-model-simulator-1	1628678215370	1628678215382	OK	 
USER	SageMaker	107	END	1628678215368	1628678215382
USER	SageMaker	108	START	1628678215468	1628678215468
REQUEST	108		SageMaker-LEARNING-model-simulator-1	1628678215469	1628678215480	OK	 
USER	SageMaker	108	END	1628678215468	1628678215481
USER	SageMaker	109	START	1628678215568	1628678215568
REQUEST	109		SageMaker-LEARNING-model-simulator-1	1628678215569	1628678215581	OK	 
USER	SageMaker	109	END	1628678215568	1628678215582
USER	SageMaker	110	START	1628678215668	1628678215668
REQUEST	110		SageMaker-LEARNING-model-simulator-1	1628678215669	1628678215688	OK	 
USER	SageMaker	110	END	1628678215668	1628678215689
USER	SageMaker	111	START	1628678215768	1628678215768
REQUEST	111		SageMaker-LEARNING-model-simulator-1	1628678215770	1628678215783	OK	 
USER	SageMaker	111	END	1628678215768	1628678215784
USER	SageMaker	112	START	1628678215868	1628678215868
REQUEST	112		SageMaker-LEARNING-model-simulator-1	1628678215870	1628678215883	OK	 
USER	SageMaker	112	END	1628678215868	1628678215884
USER	SageMaker	113	START	1628678215968	1628678215968
REQUEST	113		SageMaker-LEARNING-model-simulator-1	1628678215969	1628678215993	OK	 
USER	SageMaker	113	END	1628678215968	1628678215994
USER	SageMaker	114	START	1628678216068	1628678216068
REQUEST	114		SageMaker-LEARNING-model-simulator-1	1628678216070	1628678216089	OK	 
USER	SageMaker	114	END	1628678216068	1628678216090
USER	SageMaker	115	START	1628678216168	1628678216168
REQUEST	115		SageMaker-LEARNING-model-simulator-1	1628678216169	1628678216179	OK	 
USER	SageMaker	115	END	1628678216168	1628678216180
USER	SageMaker	116	START	1628678216268	1628678216268
REQUEST	116		SageMaker-LEARNING-model-simulator-1	1628678216269	1628678216290	OK	 
USER	SageMaker	116	END	1628678216268	1628678216291
USER	SageMaker	117	START	1628678216368	1628678216368
REQUEST	117		SageMaker-LEARNING-model-simulator-1	1628678216370	1628678216382	OK	 
USER	SageMaker	117	END	1628678216368	1628678216382
USER	SageMaker	118	START	1628678216468	1628678216468
REQUEST	118		SageMaker-LEARNING-model-simulator-1	1628678216470	1628678216490	OK	 
USER	SageMaker	118	END	1628678216468	1628678216491
USER	SageMaker	119	START	1628678216568	1628678216568
REQUEST	119		SageMaker-LEARNING-model-simulator-1	1628678216570	1628678216582	OK	 
USER	SageMaker	119	END	1628678216568	1628678216583
USER	SageMaker	120	START	1628678216668	1628678216668
REQUEST	120		SageMaker-LEARNING-model-simulator-1	1628678216669	1628678216681	OK	 
USER	SageMaker	120	END	1628678216668	1628678216682
USER	SageMaker	121	START	1628678216768	1628678216768
REQUEST	121		SageMaker-LEARNING-model-simulator-1	1628678216769	1628678216784	OK	 
USER	SageMaker	121	END	1628678216768	1628678216784
USER	SageMaker	122	START	1628678216869	1628678216869
REQUEST	122		SageMaker-LEARNING-model-simulator-1	1628678216870	1628678216894	OK	 
USER	SageMaker	122	END	1628678216869	1628678216895
USER	SageMaker	123	START	1628678216968	1628678216968
REQUEST	123		SageMaker-LEARNING-model-simulator-1	1628678216970	1628678216996	OK	 
USER	SageMaker	123	END	1628678216968	1628678216997
USER	SageMaker	124	START	1628678217068	1628678217068
REQUEST	124		SageMaker-LEARNING-model-simulator-1	1628678217070	1628678217083	OK	 
USER	SageMaker	124	END	1628678217068	1628678217084
USER	SageMaker	125	START	1628678217168	1628678217168
REQUEST	125		SageMaker-LEARNING-model-simulator-1	1628678217169	1628678217191	OK	 
USER	SageMaker	125	END	1628678217168	1628678217192
USER	SageMaker	126	START	1628678217268	1628678217268
REQUEST	126		SageMaker-LEARNING-model-simulator-1	1628678217269	1628678217280	OK	 
USER	SageMaker	126	END	1628678217268	1628678217281
USER	SageMaker	127	START	1628678217368	1628678217368
REQUEST	127		SageMaker-LEARNING-model-simulator-1	1628678217370	1628678217382	OK	 
USER	SageMaker	127	END	1628678217368	1628678217383
USER	SageMaker	128	START	1628678217468	1628678217468
REQUEST	128		SageMaker-LEARNING-model-simulator-1	1628678217470	1628678217485	OK	 
USER	SageMaker	128	END	1628678217468	1628678217486
USER	SageMaker	129	START	1628678217568	1628678217568
REQUEST	129		SageMaker-LEARNING-model-simulator-1	1628678217570	1628678217590	OK	 
USER	SageMaker	129	END	1628678217568	1628678217591
USER	SageMaker	130	START	1628678217668	1628678217668
REQUEST	130		SageMaker-LEARNING-model-simulator-1	1628678217669	1628678217688	OK	 
USER	SageMaker	130	END	1628678217668	1628678217689
USER	SageMaker	131	START	1628678217768	1628678217768
REQUEST	131		SageMaker-LEARNING-model-simulator-1	1628678217769	1628678217783	OK	 
USER	SageMaker	131	END	1628678217768	1628678217784
USER	SageMaker	132	START	1628678217868	1628678217868
REQUEST	132		SageMaker-LEARNING-model-simulator-1	1628678217869	1628678217880	OK	 
USER	SageMaker	132	END	1628678217868	1628678217881
USER	SageMaker	133	START	1628678217968	1628678217968
REQUEST	133		SageMaker-LEARNING-model-simulator-1	1628678217970	1628678217994	OK	 
USER	SageMaker	133	END	1628678217968	1628678217994
USER	SageMaker	134	START	1628678218068	1628678218068
REQUEST	134		SageMaker-LEARNING-model-simulator-1	1628678218070	1628678218084	OK	 
USER	SageMaker	134	END	1628678218068	1628678218085
USER	SageMaker	135	START	1628678218168	1628678218168
REQUEST	135		SageMaker-LEARNING-model-simulator-1	1628678218170	1628678218180	OK	 
USER	SageMaker	135	END	1628678218168	1628678218180
USER	SageMaker	136	START	1628678218268	1628678218268
REQUEST	136		SageMaker-LEARNING-model-simulator-1	1628678218269	1628678218284	OK	 
USER	SageMaker	136	END	1628678218268	1628678218285
USER	SageMaker	137	START	1628678218368	1628678218368
REQUEST	137		SageMaker-LEARNING-model-simulator-1	1628678218369	1628678218380	OK	 
USER	SageMaker	137	END	1628678218368	1628678218380
USER	SageMaker	138	START	1628678218468	1628678218468
REQUEST	138		SageMaker-LEARNING-model-simulator-1	1628678218470	1628678218494	OK	 
USER	SageMaker	138	END	1628678218468	1628678218494
USER	SageMaker	139	START	1628678218568	1628678218568
REQUEST	139		SageMaker-LEARNING-model-simulator-1	1628678218570	1628678218579	OK	 
USER	SageMaker	139	END	1628678218568	1628678218580
USER	SageMaker	140	START	1628678218668	1628678218668
REQUEST	140		SageMaker-LEARNING-model-simulator-1	1628678218669	1628678218689	OK	 
USER	SageMaker	140	END	1628678218668	1628678218690
USER	SageMaker	141	START	1628678218768	1628678218768
REQUEST	141		SageMaker-LEARNING-model-simulator-1	1628678218769	1628678218794	OK	 
USER	SageMaker	141	END	1628678218768	1628678218795
USER	SageMaker	142	START	1628678218868	1628678218868
REQUEST	142		SageMaker-LEARNING-model-simulator-1	1628678218869	1628678218881	OK	 
USER	SageMaker	142	END	1628678218868	1628678218881
USER	SageMaker	143	START	1628678218968	1628678218968
REQUEST	143		SageMaker-LEARNING-model-simulator-1	1628678218970	1628678219005	OK	 
USER	SageMaker	143	END	1628678218968	1628678219006
USER	SageMaker	144	START	1628678219068	1628678219068
REQUEST	144		SageMaker-LEARNING-model-simulator-1	1628678219070	1628678219080	OK	 
USER	SageMaker	144	END	1628678219068	1628678219080
USER	SageMaker	145	START	1628678219168	1628678219168
REQUEST	145		SageMaker-LEARNING-model-simulator-1	1628678219170	1628678219179	OK	 
USER	SageMaker	145	END	1628678219168	1628678219180
USER	SageMaker	146	START	1628678219268	1628678219268
REQUEST	146		SageMaker-LEARNING-model-simulator-1	1628678219269	1628678219280	OK	 
USER	SageMaker	146	END	1628678219268	1628678219280
USER	SageMaker	147	START	1628678219368	1628678219368
